path	bytes	sha256
workbench/old/DD-19-contracts.md	18032	54d07b7237bd906b62afd7efb959cea27ff27e096bc14c06836fc4a6c4feb5d7
workbench/old/DD-20-surface-compiler-architecture.md	47732	349d1082e0f30dd99ee5a25ff5218aeee88b3761658b4c2b3f463f4bfaf4b0d7
workbench/old/DD-21-type-analysis-exhaustiveness.md	30098	cb70cdca7df834d2f920e73e2ecf1f64017ee70ee6615c5a56c5a244a9c0c211
workbench/old/DD-22-surface-equality-and-logical-operators.md	11661	f0d5e4d772c47af3d2756e3cab24d47b59263cb7799ef75cab068fec1f3f1770
workbench/old/DD-23-set-external-property-mutation.md	13841	7d6d6e00e9bf79c74ef482fca3bb97d7f7f2809aa53d6091fd1d7f3ae523809a
workbench/old/DD-25-destructured-func-params.md	18769	086b7404b2894c2a0c58d1e1c4f5f7794f6827341dcae27039664a68eaec21d0
workbench/old/DD-49-iteration-2-prompt-2026-05-04.md	14840	a25ebbd42588be8f23f659d7325d4cfdac9cbb6b0d83360a5b1b50725f101c1c
workbench/old/DD-49-iteration-3-prompt-2026-05-05.md	10517	886dd8d680e77fa345c06b1262f3dfed62a5187677408a83693aa6d560970d1b
workbench/old/DD-50-iteration-2-prompt-2026-05-09.md	21211	906cdc41b1170c6786456f15388a143925d4302c38186f99fc5ae7e12b4e447d
workbench/old/DD-50.5-addendum-2026-05-10.md	20876	6be6063a21f393e578adf32ca8cd02261104ba6bd5ffff806e3fbceb68ebfcb5
workbench/old/DD-50.5-addendum-iter-2-prompt-2026-05-10.md	15693	2e78cb451f946dd2546fb6ca0b6b352403c7ec56ff44486d91d718b6e5c179a1
workbench/old/DD-50.5-addendum-iter-3-amendment-2026-05-10.md	11844	2180784baced76a7b48795f08cde03fb1270d8585de2fddd58cf1bbcf260a0ce
workbench/old/DD-50.5-addendum-iter-3-prompt-2026-05-10.md	10964	59c0408d622b53586e284a646391fddb1adff0baad0638cd71a1c505ff134258
workbench/old/DD-50.5-kernel-form-context-refinement-prompt-2026-05-09.md	18257	1c9d5836444d16eb9eac629c16021d31cda9406bfd52497d67b30ec8797e0967
workbench/old/DD-50.6-implementation-prompt-2026-05-10.md	21780	6df470d0740c61839d33c5140dc8b26f847163b61be236f3e9523c2b157c5a73
workbench/old/DD-50.7-emit-if-iife-extension-prompt-2026-05-12.md	12389	db824f455a73c2dad685e6ea5560111664d633bb96979e100478ab695f1c2835
workbench/old/DD-50.7-implementation-prompt-2026-05-12.md	20221	72a3da3f4b3fab8c7823b3084837dd31c93bfbc353028ebcad79855fa0b7093c
workbench/old/DD-51-implementation-prompt-2026-05-10.md	13325	2357c9ace4a2b0c69bfff70697ecd8929455365bac160de0976503fe55c89c4f
workbench/old/DD-52-implementation-prompt-2026-05-12.md	18474	9bb58ef899f413df2bfd2dc71de195f5a7a03887c0024c9e0a69cce1c1ccd69b
workbench/old/DD-53-implementation-prompt-2026-05-12.md	19522	60c342a490d697c02731122eb6c4611d8ccabd9abcac2b95480343cf66b612ba
workbench/old/DD-53-reopen-prompt-2026-05-12.md	21051	7219febf83233a959e800e489621bbf217f09b36ad90e2012c1bf1b61bbcf9bc
workbench/old/DD-53-round-3-prompt-2026-05-13.md	18314	5edf5eded81c0a6df4b77a2415f58f73b08d3875e71e5ced97977c29b06dba23
workbench/old/DD-54-implementation-prompt-2026-05-13.md	19445	120fe8f98b9b8aff3e5dd3cf0d26a463ba8cba875345f4ab200f7aa98d36273e
workbench/old/M0-cdc-review-2026-04-25.md	10762	49cf562ae85a619b29d1b45c6085d6833a8941eb4e2370391bf00927f03b6453
workbench/old/M1-cdc-review-2026-04-29.md	11911	98ed07a65ab28b7cddb3f09e9dc6a100a86e7b3c0370dc0c004c2646ac3bfe31
workbench/old/M11-M13-followup-captured-outputs-2026-05-11.md	7386	c7851b98988a45c2357cb18c48efb93c20d9f12fa04529961e9924c72ebf062a
workbench/old/M11-M13-implementation-prompt-2026-05-11.md	16473	cd015a567360c69030e45f98a16ccdfedea25cf0ceeb658ed6a6bdaf3e5212ad
workbench/old/M2-cdc-review-2026-04-29.md	13843	e132bdba8f905d1900850e1ea5003bca98b30d1a2ebef2288ae41bda4ff2b5e7
workbench/old/M2-guide-drift-inventory.md	11418	6e865356965fdbba667c8a21cbdcb14895e7c5065b98dc2301cea73daac41fee
workbench/old/M3-5-amendment-2026-04-29.md	16607	0a331126c5e3cefe28b7531dbcca2926bae7a7f57163b5bcb9fec07d64cab84f
workbench/old/M3-5-cdc-review-2026-04-29.md	16320	b821a93d84a95932c12b49042baff62b9d3a6d344664e1b711251a6fbf49a0ba
workbench/old/M3-cdc-review-2026-04-29.md	14418	267bbbe93eacf68f36a80722a7088b899812e7a94746f5b68c11b84393332f0d
workbench/old/M5-cdc-review-2026-04-29.md	13530	4d79fcb22f8943944c42dd437631eb8aa1b4669400f3cd13017a0ecdf18c353f
workbench/old/M6-cdc-review-2026-05-02.md	8763	16e9a3876c9a4288c12532dab6ed0d8c887a6a0071a786301c02811b3ce68923
workbench/old/M6-js-rust-comparison-2026-05-02.md	6672	62ebf0a83d9550f909485bbf317749199b9251e65575f2c01a21163b8d7beb03
workbench/old/M9-design-cdc-review-2026-04-30.md	9654	94f17fc7bcc87b289a9501301f43db45888aaf6d2f883b2ff18fa3f634710a3b
workbench/old/M9-impl-cdc-review-2026-04-30.md	13666	83f7c698b8fab751fc51871c616cb462c5782d356a4a774873700b5fb1c84909
workbench/old/M9-iter2-cdc-review-2026-04-30.md	11247	3b858cd4f47c7ffea9a9b0b13e600e4896f328cc74d8d97c03a4cb6b6ed80640
workbench/old/M9-release-cdc-review-2026-05-02.md	8734	a79a58f16b4ea58e57417d4973450ee70e49bcbaf7e009f6aaa2db4998db8e91
workbench/old/M9-review-feedback-2026-04-30.md	19475	9b26cb20040924d188b2e7e16bb543fc41701aef33ce1418b06b66af2e77931f
workbench/old/ai-lykn-guides-project-plan.md	10397	7e802dcf56ccd9ec75ebb897bf8d7f17a855a967947aab42f5a88501af96cf3d
workbench/old/bug-import-macros-jsr-resolution.md	6079	ca9a0636374031a34e8b5d5d7dc4b91f999f739005371365da23927f9a304b13
workbench/old/cc-prompt-fix-fn-missing-return.md	4832	aaba5e0e3714d52595c0b34504edd802424f249f2f9c0852e9849c043aa63639
workbench/old/cc-prompt-guide-00-surface-forms.md	5703	b7930f567e71d6725f88f7da7b8c454417d23375c32674b88c7db7216f6d4096
workbench/old/cc-prompt-template-js-to-lykn-guide.md	15013	c039c093b2fc80e8cc64c623eaac8924694aed7a33f0291f640eb639e5c4e127
workbench/old/compass_artifact_wf-c7643d58-4d7c-4881-834a-c9a5fdd43e2a_text_markdown.md	19912	1f1e3089d039abd9fb83f948b3cd184c06c1737ea3ec4df306c73d822f95a656
workbench/old/conversation-bootstrap-v6.md	19481	7e4a1b69d2e1fe3e1186bae4282a7bc42b280ad65d6dc33869d8fa3be145671f
workbench/old/dd-25-guide-update-prompt.md	13083	20c1b1199943f01d42cfab8182b392a25fa6c8bcf990e4fdf4b5cafe76f3971f
workbench/old/dd-25-phase1-js-surface-compiler.md	16217	9c5d93d55f5395a1469d7046c3b12e4b7d9b2d8fa0b0c17384bcf54342b626c0
workbench/old/dd-25-phase2-rust-ast-classifier.md	18549	5b70b6e8a10aed4a6b4c0a44f6ca3b0456299ec2d3cbd42ef4e84fc6c588f992
workbench/old/dd-25-phase3-rust-callsite-migration.md	12649	adc184afbc5dd14ecf8493c30a679f39ef7415b3699e4d68435355469d0f79a1
workbench/old/dd-25-phase4-rust-tests-cross-compiler.md	7527	0e92c5890e2921bdc54a6b0973afaba9d6d5f48377561d98ad3aa2129012217e
workbench/old/dd-25-phase5-book-update.md	4620	cea6bf0647b56306811c105db0b912409fcdab74c5e31f53ba856464b29e7451
workbench/old/dd-25.1-nested-and-defaults.md	14167	86294928eef4ffe847e253d2695726790bab4c9f4896f10fca1ed635facefdcd
workbench/old/dd-25.1-phase1-js-defaults.md	10376	c346a570ac3a73d0974770964b734571ab3831946693429c12eee0dab5788321
workbench/old/dd-25.1-phase2-js-nested.md	13207	a180d36c439d210c6886adad85652b98441d8beb1437e4eb19ccf730225dc051
workbench/old/dd-25.1-phase3-rust-ast-defaults.md	13679	dd0876b7a1d860d61ffaaa18f997f51e20150b1a8ad24defb7513ad8eb465b4f
workbench/old/dd-25.1-phase4-rust-tests.md	5772	0b645185bc87a6b797a4dd1104a4e2be49b83d6b800410811a9e134c0d0e5797
workbench/old/dd-25.1-phase5-book-update.md	4101	04c86c593b6ce40332918f34a88832d4760eb5776ff54162642503672d46574c
workbench/old/dd-25.1-plan-summary.md	3573	287e5dfed20995618804a540504112270c775ca61621e1d0da9d4f3de098ab0a
workbench/old/dd-25.2-toplevel-default-rest.md	12350	e4d9e318f81060b0ab34390f16ff9029cf5ce22dab192d588de14ea28e2fba57
workbench/old/dd-27-class-body-surface-expansion.md	7936	0c6b11c28275f50eb42f3035d0a07275c0c57797e93f35c691198c70c765500a
workbench/old/dd-28-project-restructure-and-cli.md	9788	cbb1f0b04416b949ac61c965be9b9ca19b1bf056bab1c2bdb73de41a5264a8c6
workbench/old/dd-29-lykn-new-project-templates.md	6799	c7da9cc502b85312205bda984dfc41a478ff0e17e28d1404d2fc2be60eb53c08
workbench/old/dd-30-testing-dsl-forms-assertions-macro-design.md	18553	7cc65ee7f0059ed7d165ab9b74bcfc44ebc3f0961353c26cc0e0a13b949124cc
workbench/old/dd-31-test-runner-cli-and-markdown-testing.md	14467	a8b6d2e321a7f034cd5686d166b3b4ac118ea58e3eb2630090bf35a706aca3cf
workbench/old/dd-32-test-suite-migration-js-to-lykn.md	14699	54be7bfb424360d31a037abd8841fcc7c17d03d77a856b599d2ce081faa7a3d7
workbench/old/dd-33-package-publishing-and-dist-boundary.md	25470	cb9e8bf525ec49fd0d34d83341ad27beac9897de86025e029513298654d3fdbe
workbench/old/dd-34-cross-package-import-macros-resolution.md	22847	8bd57426ee7a36a8a6f381685b20f01c085ce8a05b3b32a1d68201136460bfe5
workbench/old/dd-35-testing-strategy-publishing-pipeline.md	28925	891737fde603b8b47ac7f16e1cba6785e1ce6a46ab0362bfe123388e956b34b4
workbench/old/dd-36-kernel-surface-split.md	25586	a7a05047673abab38b8bc6fee2452fb045efb9b42e8d2bbf70febed2630573ff
workbench/old/dd-37-js-compiler-architecture.md	48560	1ce0b09cb7e618c43797238033c5282316aee2d209aa53e3ccc55a4dec7fa9fe
workbench/old/dd-49-qmark-suffix-identifier-mapping.md	21005	90956935bfe38596e34d393348d3a240abc179444db68789c64a8a5110c0f182
workbench/old/dd-50-if-in-expression-position.md	18104	8507363198c347c0ed599113312c02235ecdad036201466c734676eb105cf4af
workbench/old/dd-50.6-implicit-return-of-statement-fix.md	15899	24b7b2fd7cff6716ae87ef375df076f25fd24bd93c6d348d932b5066d5254f31
workbench/old/dd-50.7-closing-cdc-review-2026-05-12.md	14622	9cfc6cbd297a7da220cf26134edc6c090a2d7e8e8a4acfe1b296591e91bc04c0
workbench/old/dd-50.7-diagnosis-2026-05-12.md	11451	5a4e885730fa7f52e9486490d27f44ad8b3916728970af8c39f8a633efac4f2d
workbench/old/dd-50.7-diagnosis-cdc-review-2026-05-12.md	10360	e07e21e1d89c86027ca425b6d85f8be38b1815c5252b5a0735f8f5b8f6ee3cd0
workbench/old/dd-50.7-extension-cdc-review-2026-05-12.md	9806	0c955db3365e10c4bcbe26df0239aa5b6b9a879787e94c635b59b1157942e510
workbench/old/dd-51-deno-add-adjudication.md	14344	325dddb517f6ff877c9e9d79847b962fbe71bdbd8024ede5cc83e23eea41163e
workbench/old/dd-52-closing-cdc-review-2026-05-12.md	14226	551776f2b68b5bd675577d367101866d7ba9f47f4b6cb9b18d51e5da4e0204ea
workbench/old/dd-52-surface-macros-rust-expander-2026-05-12.md	14257	cc32a1bc68cf1e14855e7cc0daac2eaaa18f0f59f3d57b0e83ba54df24a928e9
workbench/old/dd-53-closing-cdc-review-2026-05-12.md	17231	37ee683983b2cba0ce289a7f35fb13f5bd0afa8b53a383a2bae503b15944272d
workbench/old/dd-53-round-2-closing-cdc-review-2026-05-13.md	14778	9df20ef5398d97154661973fc00d9e67ce76c9b809c80cc8ede5f1a5dd6d0acb
workbench/old/dd-53-round-2-diagnosis-2026-05-12.md	7692	42c498dcb77e477d0776bcaab0a54a232813df43731e82f77c590dd441f90c18
workbench/old/dd-53-round-2-diagnosis-cdc-approval-2026-05-12.md	7535	59c6198b457f6957db3e61d31784fddec34e2e6b0253412e10e65617c7c02a8d
workbench/old/dd-53-round-3-closing-cdc-review-2026-05-13.md	9754	28585e06daa09377f8e14ada019e8a729c59aecfb9941e925b028bc0443f76bb
workbench/old/dd-53-round-3-test-design-2026-05-13.md	7925	6eef1d857f7fb15ee67c8846c1b62134d89334d7fcbd1ade08ff34f4e715c4fe
workbench/old/dd-53-round-3-test-design-cdc-approval-2026-05-13.md	9848	8f3c6f5db4bf5b3c35937a04669ebfe05c237f5e27b206b8fbb9e97f83ce105f
workbench/old/dd-53-v08-sibling-fetch-2026-05-12.md	16965	990b26e7bbeeafbaa1353a50dbce64ec68484663bb573be9686d297e070d9dfd
workbench/old/dd-54-binary-self-containment-2026-05-13.md	20491	38f622d3e4b1404a57584e422e77629c56e03748bdce1071870a766eb29f5f6a
workbench/old/dd-54-closing-cdc-review-2026-05-13.md	11271	cf22922c9206f4cad589d9a7fe69dcd4915500b4e7648e47453733784d7e8dee
workbench/old/dd-54-diagnosis-2026-05-13.md	8756	109ef10942a10fe78f34b8c1e212437e85544ceb35a5ac36c7407dcd7a06b4ac
workbench/old/dd-55-js-review-2026-05-13.md	29690	a2dba98e561416601361514124de2316524851da0d45230b8e995c61a0098ff9
workbench/old/dd-55-rust-review-2026-05-13.md	34024	e99602e211978b237b051db5f034ec1fa75e353845c37c5d9469797ee3b1c0ca
workbench/old/dd-55-rust-review-guidance-2026-05-13.md	47777	53ba9c546861cb8b34c2e323530d19d9068aa7f20f664ee2ecf5173de244d296
workbench/old/dd-55-template-macro-icu-i18n.md	26784	9e3926f3ecf04e898b1817a5668c85b84440c2c88bce2e408fa1b4192d936a4c
workbench/old/dd-62-comment-retention-DRAFT.md	7974	50f3dfa757d44b96782f76b7430ced814a77c998b1fcc90062c0f62fb696a2ae
workbench/old/dd-63-lykn-add-DRAFT.md	11543	6f195c0099216b7a66622c78917a9d5ed41e189981ccb24a1125c2e14b2d0079
workbench/old/dd-threading-method-calls.md	9960	aa19861776e01252345c0324ff9d785b7354c800499ccaa98f5d2da70374d27b
workbench/old/dev-plan-js-ns-impl.md	8111	45252a135d1929d2a2c1bab6253e8d02945fdf6c7a047e0e9a9179246cd235bc
workbench/old/effervescent-bubbling-falcon.md	9990	458621c16eaecd81b47ac55a989e4350d3a15310f966de96704e19bbf8c9ac9b
workbench/old/git-tracked-files.txt	13982	83063c3854501a7560ea3eecbfb27d761f5cf024cf51b6e95a5947e894ba979e
workbench/old/js-emit.md	13886	a013355823324ce16ae6a16e4d2ae114f311d847f6d3f589d0affcd88eeb1bc3
workbench/old/lykn-0.1.0.tar.gz	8376	f503aeb19b72627984fafb82822ada89e83fd9ee54a79572d1dff7fc727771d9
workbench/old/lykn-book-cc-ch18-prompt.md	14645	c404458a16be5ed083005f9e731807e01719b314431e0e45f3c4bc2a1cadec00
workbench/old/lykn-book-cc-ch19-prompt.md	14238	0bc88df8a17f3ad93839cd760e37c28c4b671be10f6c5a79ac836800595bc7b0
workbench/old/lykn-claude-code-instructions.md	5944	ee9125da7382aab77276f6f291168f658909db67d6860cb3d3a596e95aae5db9
workbench/old/lykn-compile.md	10753	d5c4d432812f7217c8a2522e142d0201ca6af88ef7f53da017be63b045ea86e4
workbench/old/lykn-macro-system-research.md	21993	2dcb5bd3647553e67f7833ace8b55fea3d78d9b18056e0e809f14b079df9ba98
workbench/old/lykn-testing-bootstrap.md	14189	9022ee00660063d46a6cd2d258ce032002d654b2d88fdfad53b548105d0ed180
workbench/old/lykn-v020-project-plan.md	26202	ce8a08df622e733ce525609d3a25dd1b1649637da79f4c18f783f5b43324558b
workbench/old/lykn-v030-cc-phase-prompts.md	24006	280c352a6739e8fd715e8beeceaeb94c9b1fd13a9c46b88d73a9832a16cfbc03
workbench/old/lykn-v030-project-plan.md	17976	5e2a320c944cb0bfe9edb15dadf208cbe35dc356a4034118861724f0274be248
workbench/old/lykn-v030-review-prompt.md	2984	0c29d21c714e0eb5c72c4da71cb12caf0244ee219845b7dd3a9b426f78e7b656
workbench/old/phase-1-implementation-guide.md	29402	f096eb5d95ef3576d33d3d6ad0bd9790e60b732aa21fb967f4a24dd31666a883
workbench/old/phase-1-plan.md	11656	83bab33b9cf0cb84626c0f380daf4db6c415f2132668cbb092458ab4812a9095
workbench/old/phase-2-implementation-guide.md	48020	ee51020ade20c08b5b9c763089d17e3f70b52b270940fe7df0f18444c14753a2
workbench/old/phase-2-plan.md	14274	c367d37c6f0956fa9b59ac406ae0e47687abfc12de04ae3d07c0985d7d5e3dd5
workbench/old/phase-3-implementation-guide.md	31702	76cbb6237ce619b074995fc07bbb28b47910a783feee59a046edaa04c34df9cc
workbench/old/phase-4-implementation-guide.md	37497	e4c06b17fe317f13902d5d20941ecbcae21b6293a8611a2411d41d01ab8fb3f3
workbench/old/phase-5-implementation-guide.md	30915	40c82018f76bdf338e93862814f1de6850f26fe59e238fb245fd556082b70b09
workbench/old/phase-6-implementation-guide.md	17916	0202f93fd26de041c7418df5bb8af1b10d97b2b81ca53236a52fae304eaf4049
workbench/old/phase2.md	17432	6a6839e8a14b737e248c9b6478dba5841deea62a2e1cf5e14a85b88dfb03b5c0
workbench/old/recreate-cdc-worktrees.sh	6239	4720eea78aefbbc5b265114e7d68d6d218ee96ec3d585048adfdc678b6cfebf1
workbench/old/release-notes-0.4.0.md	3625	8a5397a51d69358103930f391628504187f0f4eee3974be59123a4d29f52f502
workbench/old/release-notes-0.4.1.md	1616	4eb5f2d8b63ee87591da3eea3d03d9b6dd7acdb68edddee8106a484953124157
workbench/old/safe-lykn.md	33424	649669682aa7caf7c339447bb2828a72c885dcc36df671cb5fe9f07bdcc17157
workbench/old/spicy-stirring-kettle.md	8549	bcaf4b1db4d2c0bd02fea36996bbc18a7774a40fde8d01b6e510f0596d434420
workbench/old/v020-phase-1-reader-extensions.md	30992	aefbaf136e33ca7a8f5bbc7ccb3919065a043fde57ed67790a60b61a69768b7d
workbench/old/v020-phase-2-expander-core.md	17528	6e89002e3c4c020ea400a41e2b55b77ec2fa331477e428d9113ca5b958e0fb64
workbench/old/v020-phase-3-macro-definition.md	3362	6615942f3d6599cb3736f8623cab867977d9e1d8eb500413bb12fe14de06824d
workbench/old/v020-phase-4-three-pass-pipeline.md	2654	dbd1ac0a372b5f9c273e67f489bb316f0abffa6ad5ae6537b1f600774a60cbe9
workbench/old/v020-phase-5-macro-modules.md	4230	1d8e74e0fdc517aa674df3c08c8859aad3079fcce0c5e26392db9ff67a44a177
workbench/old/v020-phase-6-browser-shim-integration.md	3667	4bda175c6880ee92dcc6f525136ea264455d9d38b347b520b73219191e9f61fa
workbench/old/v030-design-review-gap-analysis.md	15802	cd3667bf3d3ca08d00b0b33f3d32f648e42d0d58182ca282b302d956db6f69d8
workbench/old/v030-impl-ph3.md	12747	8ef7bf172fadc1020977c65eab0373bf67d2cb217d6c80934b541891148607d8
workbench/old/v030-impl-ph4.md	15165	657a3098b46284a4b08887fbdd24cb4f57b49e25322d90823c5f934b64c8530a
workbench/old/v030-impl-ph5.md	10082	aa9bbb0364f07b25ccc63fbdeda1488a8dc32fd7df1baceee6eaade2cf7d81a2
workbench/old/v030-impl-ph6.md	9247	0d697b32e43db0fbea710feb22b0b7bddce93fa1fc7137d4dff40857df194319
workbench/old/v030-impl-ph7.md	7019	a3eab56be690d93acbcf1bea746091d287438ca66b980396133cc3771746f20c
workbench/old/v030-implementation-decisions-and-deferred-work.md	9516	e194d0e5aa02e4e7effc999d23c5be5b9883a4068ab34d898ffc10bd8c399c4e
workbench/old/v030-phase-1-prompt.md	3281	5eaf944770143e759f88a3678b98d0534b3af180270d6dcb9be2c84c845f48cf
workbench/old/v030-phase-2-prompt.md	5671	235c48eb646474d5636930a5374e7db0649ec394282817cebe86a56adc5a2ef7
workbench/old/v030-phase-3-prompt.md	4766	6c0bbf7f4bafcbfeaf24c9ac63697a5e4054aafd7c9551882b319f7b42c3ff57
workbench/old/v030-phase-4-prompt.md	4123	9c49d7a707e6059fdbac8fdd50c224a2f92068b11677c87fd33d41446fc53b9c
workbench/old/v030-phase-5-prompt.md	3734	4f1c4c3a47b50bfe68eefba4c77c4f4d99f1e135ec346e319c4fabd023909706
workbench/old/v030-phase-6-prompt.md	3023	59ba87ee5cc129a48c338bc86632222c269ef8f93cab5b48c47dddb3163fe7f6
workbench/old/v030-phase-7-prompt.md	2069	0ab02b2aa5631ffd5671c42108ed08e474612e1795c4fb548673fb440575f192
workbench/old/verify/m11-m13/allow-dirty-output.txt	1609	c695e77e587ff1322970c1cd13972aac48b0fddfe4360d82cab59c18a4744c4d
workbench/old/verify/m11-m13/baseline.txt	597	db2cfbb6e4851c71f1ba71d3f7aba358c4f6ca745a58b2a904d5393b0858dfce
workbench/old/verify/m11-m13/dirty-publish-output.txt	220	aadcd0fb7b032b624e8e10dbd9122b98584903512c3f7428220612834d4bc878
workbench/old/verify/m11-m13/lykn-test-output.txt	104650	22d9da6138787bf01541e16e2fde4cd7be8d6d61d32f3e3e44f1d67737bc7a77
workbench/old/verify/m11-m13/snapshot-review.md	751	641ab8e56ba5d8e4370d249479692ff63d0df0d961d5967bb9549b421c5235b8
workbench/old/verify/m3/exports-field-audit.md	1823	6d57eaaf9b34823bb1633cf4cb23e8bc0ea927b4a9b5caebfb71e83c28717dd9
workbench/old/verify/m3/jsr-dry-run-fresh-scaffold.txt	988	eb1511fbd6ce690573b1363d1b06eddbf0e567d8f019492418376ab89037b84e
workbench/old/verify/m3/scaffold-history.md	2161	810eefd3f52123586fc227c455a05aa7cd590c5642e9914ce81dcb183208734e
workbench/old/verify/m3/smoke-test.txt	1770	58bdc607324e1d27d2c68ae701b7bee3b09c3c250c9f177621da8babbabd832f
workbench/old/verify/m35/dry-run-output-iter2.txt	7818	fe2cab90f380183fa1369c1974241d3fa9bc7ac10bbd2023888eba7bd769396b
workbench/old/verify/m35/dry-run-output.txt	7820	f4b450988f0f0a9dff2e694e8c7ced106f9b76fe4496f18173c70a77f6fe79d2
workbench/old/verify/m35/philosophy-audit.md	2021	8cf4ce96578d4dd4764d07850d5f3d444fc348c6d5c5fd8f11512f5b80a85782
workbench/old/verify/m5/build-postfix.txt	697	45de8a9992b53e35cca7ea964498e002330c9edb5e563c248b45de872360595a
